number,code,emoji,name,name.var
1122,U+1F48E,💎,gem stone,gem_stone
1123,U+1F507,🔇,muted speaker,muted_speaker
1124,U+1F508,🔈,speaker low volume,speaker_low_volume
1125,U+1F509,🔉,speaker medium volume,speaker_medium_volume
1126,U+1F50A,🔊,speaker high volume,speaker_high_volume
1127,U+1F4E2,📢,loudspeaker,loudspeaker
1128,U+1F4E3,📣,megaphone,megaphone
1129,U+1F4EF,📯,postal horn,postal_horn
1130,U+1F514,🔔,bell,bell
1131,U+1F515,🔕,bell with slash,bell_with_slash
1132,U+1F3BC,🎼,musical score,musical_score
1133,U+1F3B5,🎵,musical note,musical_note
1134,U+1F3B6,🎶,musical notes,musical_notes
1135,U+1F399,🎙,studio microphone,studio_microphone
1136,U+1F39A,🎚,level slider,level_slider
1137,U+1F39B,🎛,control knobs,control_knobs
1138,U+1F3A4,🎤,microphone,microphone
1139,U+1F3A7,🎧,headphone,headphone
1140,U+1F4FB,📻,radio,radio
1141,U+1F3B7,🎷,saxophone,saxophone
1142,U+1FA97,🪗,accordion,accordion
1143,U+1F3B8,🎸,guitar,guitar
1144,U+1F3B9,🎹,musical keyboard,musical_keyboard
1145,U+1F3BA,🎺,trumpet,trumpet
1146,U+1F3BB,🎻,violin,violin
1147,U+1FA95,🪕,banjo,banjo
1148,U+1F941,🥁,drum,drum
1149,U+1FA98,🪘,long drum,long_drum
1150,U+1F4F1,📱,mobile phone,mobile_phone
1151,U+1F4F2,📲,mobile phone with arrow,mobile_phone_with_arrow
1152,U+260E,☎,telephone,telephone
1153,U+1F4DE,📞,telephone receiver,telephone_receiver
1154,U+1F4DF,📟,pager,pager
1155,U+1F4E0,📠,fax machine,fax_machine
1156,U+1F50B,🔋,battery,battery
1157,U+1F50C,🔌,electric plug,electric_plug
1158,U+1F4BB,💻,laptop,laptop
1159,U+1F5A5,🖥,desktop computer,desktop_computer
1160,U+1F5A8,🖨,printer,printer
1161,U+2328,⌨,keyboard,keyboard
1162,U+1F5B1,🖱,computer mouse,computer_mouse
1163,U+1F5B2,🖲,trackball,trackball
1164,U+1F4BD,💽,computer disk,computer_disk
1165,U+1F4BE,💾,floppy disk,floppy_disk
1166,U+1F4BF,💿,optical disk,optical_disk
1167,U+1F4C0,📀,dvd,dvd
1168,U+1F9EE,🧮,abacus,abacus
1169,U+1F3A5,🎥,movie camera,movie_camera
1170,U+1F39E,🎞,film frames,film_frames
1171,U+1F4FD,📽,film projector,film_projector
1172,U+1F3AC,🎬,clapper board,clapper_board
1173,U+1F4FA,📺,television,television
1174,U+1F4F7,📷,camera,camera
1175,U+1F4F8,📸,camera with flash,camera_with_flash
1176,U+1F4F9,📹,video camera,video_camera
1177,U+1F4FC,📼,videocassette,videocassette
1178,U+1F50D,🔍,magnifying glass tilted left,magnifying_glass_tilted_left
1179,U+1F50E,🔎,magnifying glass tilted right,magnifying_glass_tilted_right
1180,U+1F56F,🕯,candle,candle
1181,U+1F4A1,💡,light bulb,light_bulb
1182,U+1F526,🔦,flashlight,flashlight
1183,U+1F3EE,🏮,red paper lantern,red_paper_lantern
1184,U+1FA94,🪔,diya lamp,diya_lamp
1185,U+1F4D4,📔,notebook with decorative cover,notebook_with_decorative_cover
1186,U+1F4D5,📕,closed book,closed_book
1187,U+1F4D6,📖,open book,open_book
1188,U+1F4D7,📗,green book,green_book
1189,U+1F4D8,📘,blue book,blue_book
1190,U+1F4D9,📙,orange book,orange_book
1191,U+1F4DA,📚,books,books
1192,U+1F4D3,📓,notebook,notebook
1193,U+1F4D2,📒,ledger,ledger
1194,U+1F4C3,📃,page with curl,page_with_curl
1195,U+1F4DC,📜,scroll,scroll
1196,U+1F4C4,📄,page facing up,page_facing_up
1197,U+1F4F0,📰,newspaper,newspaper
1198,U+1F5DE,🗞,rolled-up newspaper,rolled_up_newspaper
1199,U+1F4D1,📑,bookmark tabs,bookmark_tabs
1200,U+1F516,🔖,bookmark,bookmark
1201,U+1F3F7,🏷,label,label
1202,U+1F4B0,💰,money bag,money_bag
1203,U+1FA99,🪙,coin,coin
1204,U+1F4B4,💴,yen banknote,yen_banknote
1205,U+1F4B5,💵,dollar banknote,dollar_banknote
1206,U+1F4B6,💶,euro banknote,euro_banknote
1207,U+1F4B7,💷,pound banknote,pound_banknote
1208,U+1F4B8,💸,money with wings,money_with_wings
1209,U+1F4B3,💳,credit card,credit_card
1210,U+1F9FE,🧾,receipt,receipt
1211,U+1F4B9,💹,chart increasing with yen,chart_increasing_with_yen
1212,U+2709,✉,envelope,envelope
1213,U+1F4E7,📧,e-mail,e_mail
1214,U+1F4E8,📨,incoming envelope,incoming_envelope
1215,U+1F4E9,📩,envelope with arrow,envelope_with_arrow
1216,U+1F4E4,📤,outbox tray,outbox_tray
1217,U+1F4E5,📥,inbox tray,inbox_tray
1218,U+1F4E6,📦,package,package
1219,U+1F4EB,📫,closed mailbox with raised flag,closed_mailbox_with_raised_flag
1220,U+1F4EA,📪,closed mailbox with lowered flag,closed_mailbox_with_lowered_flag
1221,U+1F4EC,📬,open mailbox with raised flag,open_mailbox_with_raised_flag
1222,U+1F4ED,📭,open mailbox with lowered flag,open_mailbox_with_lowered_flag
1223,U+1F4EE,📮,postbox,postbox
1224,U+1F5F3,🗳,ballot box with ballot,ballot_box_with_ballot
1225,U+270F,✏,pencil,pencil
1226,U+2712,✒,black nib,black_nib
1227,U+1F58B,🖋,fountain pen,fountain_pen
1228,U+1F58A,🖊,pen,pen
1229,U+1F58C,🖌,paintbrush,paintbrush
1230,U+1F58D,🖍,crayon,crayon
1231,U+1F4DD,📝,memo,memo
1232,U+1F4BC,💼,briefcase,briefcase
1233,U+1F4C1,📁,file folder,file_folder
1234,U+1F4C2,📂,open file folder,open_file_folder
1235,U+1F5C2,🗂,card index dividers,card_index_dividers
1236,U+1F4C5,📅,calendar,calendar
1237,U+1F4C6,📆,tear-off calendar,tear_off_calendar
1238,U+1F5D2,🗒,spiral notepad,spiral_notepad
1239,U+1F5D3,🗓,spiral calendar,spiral_calendar
1240,U+1F4C7,📇,card index,card_index
1241,U+1F4C8,📈,chart increasing,chart_increasing
1242,U+1F4C9,📉,chart decreasing,chart_decreasing
1243,U+1F4CA,📊,bar chart,bar_chart
1244,U+1F4CB,📋,clipboard,clipboard
1245,U+1F4CC,📌,pushpin,pushpin
1246,U+1F4CD,📍,round pushpin,round_pushpin
1247,U+1F4CE,📎,paperclip,paperclip
1248,U+1F587,🖇,linked paperclips,linked_paperclips
1249,U+1F4CF,📏,straight ruler,straight_ruler
1250,U+1F4D0,📐,triangular ruler,triangular_ruler
1251,U+2702,✂,scissors,scissors
1252,U+1F5C3,🗃,card file box,card_file_box
1253,U+1F5C4,🗄,file cabinet,file_cabinet
1254,U+1F5D1,🗑,wastebasket,wastebasket
1255,U+1F512,🔒,locked,locked
1256,U+1F513,🔓,unlocked,unlocked
1257,U+1F50F,🔏,locked with pen,locked_with_pen
1258,U+1F510,🔐,locked with key,locked_with_key
1259,U+1F511,🔑,key,key
1260,U+1F5DD,🗝,old key,old_key
1261,U+1F528,🔨,hammer,hammer
1262,U+1FA93,🪓,axe,axe
1263,U+26CF,⛏,pick,pick
1264,U+2692,⚒,hammer and pick,hammer_and_pick
1265,U+1F6E0,🛠,hammer and wrench,hammer_and_wrench
1266,U+1F5E1,🗡,dagger,dagger
1267,U+2694,⚔,crossed swords,crossed_swords
1268,U+1F52B,🔫,water pistol,water_pistol
1269,U+1FA83,🪃,boomerang,boomerang
1270,U+1F3F9,🏹,bow and arrow,bow_and_arrow
1271,U+1F6E1,🛡,shield,shield
1272,U+1FA9A,🪚,carpentry saw,carpentry_saw
1273,U+1F527,🔧,wrench,wrench
1274,U+1FA9B,🪛,screwdriver,screwdriver
1275,U+1F529,🔩,nut and bolt,nut_and_bolt
1276,U+2699,⚙,gear,gear
1277,U+1F5DC,🗜,clamp,clamp
1278,U+2696,⚖,balance scale,balance_scale
1279,U+1F9AF,🦯,white cane,white_cane
1280,U+1F517,🔗,link,link
1281,U+26D3,⛓,chains,chains
1282,U+1FA9D,🪝,hook,hook
1283,U+1F9F0,🧰,toolbox,toolbox
1284,U+1F9F2,🧲,magnet,magnet
1285,U+1FA9C,🪜,ladder,ladder
1286,U+2697,⚗,alembic,alembic
1287,U+1F9EA,🧪,test tube,test_tube
1288,U+1F9EB,🧫,petri dish,petri_dish
1289,U+1F9EC,🧬,dna,dna
1290,U+1F52C,🔬,microscope,microscope
1291,U+1F52D,🔭,telescope,telescope
1292,U+1F4E1,📡,satellite antenna,satellite_antenna
1293,U+1F489,💉,syringe,syringe
1294,U+1FA78,🩸,drop of blood,drop_of_blood
1295,U+1F48A,💊,pill,pill
1296,U+1FA79,🩹,adhesive bandage,adhesive_bandage
1297,U+1FA7A,🩺,stethoscope,stethoscope
1298,U+1F6AA,🚪,door,door
1299,U+1F6D7,🛗,elevator,elevator
1300,U+1FA9E,🪞,mirror,mirror
1301,U+1FA9F,🪟,window,window
1302,U+1F6CF,🛏,bed,bed
1303,U+1F6CB,🛋,couch and lamp,couch_and_lamp
1304,U+1FA91,🪑,chair,chair
1305,U+1F6BD,🚽,toilet,toilet
1306,U+1FAA0,🪠,plunger,plunger
1307,U+1F6BF,🚿,shower,shower
1308,U+1F6C1,🛁,bathtub,bathtub
1309,U+1FAA4,🪤,mouse trap,mouse_trap
1310,U+1FA92,🪒,razor,razor
1311,U+1F9F4,🧴,lotion bottle,lotion_bottle
1312,U+1F9F7,🧷,safety pin,safety_pin
1313,U+1F9F9,🧹,broom,broom
1314,U+1F9FA,🧺,basket,basket
1315,U+1F9FB,🧻,roll of paper,roll_of_paper
1316,U+1FAA3,🪣,bucket,bucket
1317,U+1F9FC,🧼,soap,soap
1318,U+1FAA5,🪥,toothbrush,toothbrush
1319,U+1F9FD,🧽,sponge,sponge
1320,U+1F9EF,🧯,fire extinguisher,fire_extinguisher
1321,U+1F6D2,🛒,shopping cart,shopping_cart
1322,U+1F6AC,🚬,cigarette,cigarette
1323,U+26B0,⚰,coffin,coffin
1324,U+1FAA6,🪦,headstone,headstone
1325,U+26B1,⚱,funeral urn,funeral_urn
1326,U+1F5FF,🗿,moai,moai
1327,U+1FAA7,🪧,placard,placard
1328,U+1F3E7,🏧,ATM sign,ATM_sign
1329,U+1F6AE,🚮,litter in bin sign,litter_in_bin_sign
1330,U+1F6B0,🚰,potable water,potable_water
1331,U+267F,♿,wheelchair symbol,wheelchair_symbol
1332,U+1F6B9,🚹,men’s room,men_s_room
1333,U+1F6BA,🚺,women’s room,women_s_room
1334,U+1F6BB,🚻,restroom,restroom
1335,U+1F6BC,🚼,baby symbol,baby_symbol
1336,U+1F6BE,🚾,water closet,water_closet
1337,U+1F6C2,🛂,passport control,passport_control
1338,U+1F6C3,🛃,customs,customs
1339,U+1F6C4,🛄,baggage claim,baggage_claim
1340,U+1F6C5,🛅,left luggage,left_luggage
1341,U+26A0,⚠,warning,warning
1342,U+1F6B8,🚸,children crossing,children_crossing
1343,U+26D4,⛔,no entry,no_entry
1344,U+1F6AB,🚫,prohibited,prohibited
1345,U+1F6B3,🚳,no bicycles,no_bicycles
1346,U+1F6AD,🚭,no smoking,no_smoking
1347,U+1F6AF,🚯,no littering,no_littering
1348,U+1F6B1,🚱,non-potable water,non_potable_water
1349,U+1F6B7,🚷,no pedestrians,no_pedestrians
1350,U+1F4F5,📵,no mobile phones,no_mobile_phones
1351,U+1F51E,🔞,no one under eighteen,no_one_under_eighteen
1352,U+2622,☢,radioactive,radioactive
1353,U+2623,☣,biohazard,biohazard
1354,U+2B06,⬆,up arrow,up_arrow
1355,U+2197,↗,up-right arrow,up_right_arrow
1356,U+27A1,➡,right arrow,right_arrow
1357,U+2198,↘,down-right arrow,down_right_arrow
1358,U+2B07,⬇,down arrow,down_arrow
1359,U+2199,↙,down-left arrow,down_left_arrow
1360,U+2B05,⬅,left arrow,left_arrow
1361,U+2196,↖,up-left arrow,up_left_arrow
1362,U+2195,↕,up-down arrow,up_down_arrow
1363,U+2194,↔,left-right arrow,left_right_arrow
1364,U+21A9,↩,right arrow curving left,right_arrow_curving_left
1365,U+21AA,↪,left arrow curving right,left_arrow_curving_right
1366,U+2934,⤴,right arrow curving up,right_arrow_curving_up
1367,U+2935,⤵,right arrow curving down,right_arrow_curving_down
1368,U+1F503,🔃,clockwise vertical arrows,clockwise_vertical_arrows
1369,U+1F504,🔄,counterclockwise arrows button,counterclockwise_arrows_button
1370,U+1F519,🔙,BACK arrow,BACK_arrow
1371,U+1F51A,🔚,END arrow,END_arrow
1372,U+1F51B,🔛,ON! arrow,ON_arrow
1373,U+1F51C,🔜,SOON arrow,SOON_arrow
1374,U+1F51D,🔝,TOP arrow,TOP_arrow
1375,U+1F6D0,🛐,place of worship,place_of_worship
1376,U+269B,⚛,atom symbol,atom_symbol
1377,U+1F549,🕉,om,om
1378,U+2721,✡,star of David,star_of_David
1379,U+2638,☸,wheel of dharma,wheel_of_dharma
1380,U+262F,☯,yin yang,yin_yang
1381,U+271D,✝,latin cross,latin_cross
1382,U+2626,☦,orthodox cross,orthodox_cross
1383,U+262A,☪,star and crescent,star_and_crescent
1384,U+262E,☮,peace symbol,peace_symbol
1385,U+1F54E,🕎,menorah,menorah
1386,U+1F52F,🔯,dotted six-pointed star,dotted_six_pointed_star
1387,U+2648,♈,Aries,Aries
1388,U+2649,♉,Taurus,Taurus
1389,U+264A,♊,Gemini,Gemini
1390,U+264B,♋,Cancer,Cancer
1391,U+264C,♌,Leo,Leo
1392,U+264D,♍,Virgo,Virgo
1393,U+264E,♎,Libra,Libra
1394,U+264F,♏,Scorpio,Scorpio
1395,U+2650,♐,Sagittarius,Sagittarius
1396,U+2651,♑,Capricorn,Capricorn
1397,U+2652,♒,Aquarius,Aquarius
1398,U+2653,♓,Pisces,Pisces
1399,U+26CE,⛎,Ophiuchus,Ophiuchus
1400,U+1F500,🔀,shuffle tracks button,shuffle_tracks_button
1401,U+1F501,🔁,repeat button,repeat_button
1402,U+1F502,🔂,repeat single button,repeat_single_button
1403,U+25B6,▶,play button,play_button
1404,U+23E9,⏩,fast-forward button,fast_forward_button
1405,U+23ED,⏭,next track button,next_track_button
1406,U+23EF,⏯,play or pause button,play_or_pause_button
1407,U+25C0,◀,reverse button,reverse_button
1408,U+23EA,⏪,fast reverse button,fast_reverse_button
1409,U+23EE,⏮,last track button,last_track_button
1410,U+1F53C,🔼,upwards button,upwards_button
1411,U+23EB,⏫,fast up button,fast_up_button
1412,U+1F53D,🔽,downwards button,downwards_button
1413,U+23EC,⏬,fast down button,fast_down_button
1414,U+23F8,⏸,pause button,pause_button
1415,U+23F9,⏹,stop button,stop_button
1416,U+23FA,⏺,record button,record_button
1417,U+23CF,⏏,eject button,eject_button
1418,U+1F3A6,🎦,cinema,cinema
1419,U+1F505,🔅,dim button,dim_button
1420,U+1F506,🔆,bright button,bright_button
1421,U+1F4F6,📶,antenna bars,antenna_bars
1422,U+1F4F3,📳,vibration mode,vibration_mode
1423,U+1F4F4,📴,mobile phone off,mobile_phone_off
1424,U+2640,♀,female sign,female_sign
1425,U+2642,♂,male sign,male_sign
1426,U+26A7,⚧,transgender symbol,transgender_symbol
1427,U+2716,✖,multiply,multiply
1428,U+2795,➕,plus,plus
1429,U+2796,➖,minus,minus
1430,U+2797,➗,divide,divide
1431,U+267E,♾,infinity,infinity
1432,U+203C,‼,double exclamation mark,double_exclamation_mark
1433,U+2049,⁉,exclamation question mark,exclamation_question_mark
1434,U+2753,❓,red question mark,red_question_mark
1435,U+2754,❔,white question mark,white_question_mark
1436,U+2755,❕,white exclamation mark,white_exclamation_mark
1437,U+2757,❗,red exclamation mark,red_exclamation_mark
1438,U+3030,〰,wavy dash,wavy_dash
1439,U+1F4B1,💱,currency exchange,currency_exchange
1440,U+1F4B2,💲,heavy dollar sign,heavy_dollar_sign
1441,U+2695,⚕,medical symbol,medical_symbol
1442,U+267B,♻,recycling symbol,recycling_symbol
1443,U+269C,⚜,fleur-de-lis,fleur_de_lis
1444,U+1F531,🔱,trident emblem,trident_emblem
1445,U+1F4DB,📛,name badge,name_badge
1446,U+1F530,🔰,Japanese symbol for beginner,Japanese_symbol_for_beginner
1447,U+2B55,⭕,hollow red circle,hollow_red_circle
1448,U+2705,✅,check mark button,check_mark_button
1449,U+2611,☑,check box with check,check_box_with_check
1450,U+2714,✔,check mark,check_mark
1451,U+274C,❌,cross mark,cross_mark
1452,U+274E,❎,cross mark button,cross_mark_button
1453,U+27B0,➰,curly loop,curly_loop
1454,U+27BF,➿,double curly loop,double_curly_loop
1455,U+303D,〽,part alternation mark,part_alternation_mark
1456,U+2733,✳,eight-spoked asterisk,eight_spoked_asterisk
1457,U+2734,✴,eight-pointed star,eight_pointed_star
1458,U+2747,❇,sparkle,sparkle
1459,U+00A9,©,copyright,copyright
1460,U+00AE,®,registered,registered
1461,U+2122,™,trade mark,trade_mark
1462,U+0023 U+FE0F U+20E3,#️⃣,keycap: #,keycap_pound
1463,U+002A U+FE0F U+20E3,*️⃣,keycap: *,keycap_asterisk
1464,U+0030 U+FE0F U+20E3,0️⃣,keycap: 0,keycap_0
1465,U+0031 U+FE0F U+20E3,1️⃣,keycap: 1,keycap_1
1466,U+0032 U+FE0F U+20E3,2️⃣,keycap: 2,keycap_2
1467,U+0033 U+FE0F U+20E3,3️⃣,keycap: 3,keycap_3
1468,U+0034 U+FE0F U+20E3,4️⃣,keycap: 4,keycap_4
1469,U+0035 U+FE0F U+20E3,5️⃣,keycap: 5,keycap_5
1470,U+0036 U+FE0F U+20E3,6️⃣,keycap: 6,keycap_6
1471,U+0037 U+FE0F U+20E3,7️⃣,keycap: 7,keycap_7
1472,U+0038 U+FE0F U+20E3,8️⃣,keycap: 8,keycap_8
1473,U+0039 U+FE0F U+20E3,9️⃣,keycap: 9,keycap_9
1474,U+1F51F,🔟,keycap: 10,keycap_10
1475,U+1F520,🔠,input latin uppercase,input_latin_uppercase
1476,U+1F521,🔡,input latin lowercase,input_latin_lowercase
1477,U+1F522,🔢,input numbers,input_numbers
1478,U+1F523,🔣,input symbols,input_symbols
1479,U+1F524,🔤,input latin letters,input_latin_letters
1480,U+1F170,🅰,A button (blood type),A_button_(blood_type)
1481,U+1F18E,🆎,AB button (blood type),AB_button_(blood_type)
1482,U+1F171,🅱,B button (blood type),B_button_(blood_type)
1483,U+1F191,🆑,CL button,CL_button
1484,U+1F192,🆒,COOL button,COOL_button
1485,U+1F193,🆓,FREE button,FREE_button
1486,U+2139,ℹ,information,information
1487,U+1F194,🆔,ID button,ID_button
1488,U+24C2,Ⓜ,circled M,circled_M
1489,U+1F195,🆕,NEW button,NEW_button
1490,U+1F196,🆖,NG button,NG_button
1491,U+1F17E,🅾,O button (blood type),O_button_(blood_type)
1492,U+1F197,🆗,OK button,OK_button
1493,U+1F17F,🅿,P button,P_button
1494,U+1F198,🆘,SOS button,SOS_button
1495,U+1F199,🆙,UP! button,UP_button
1496,U+1F19A,🆚,VS button,VS_button
1497,U+1F201,🈁,Japanese “here” button,Japanese_here_button
1498,U+1F202,🈂,Japanese “service charge” button,Japanese_service_charge_button
1499,U+1F237,🈷,Japanese “monthly amount” button,Japanese_monthly_amount_button
1500,U+1F236,🈶,Japanese “not free of charge” button,Japanese_not_free_of_charge_button
1501,U+1F22F,🈯,Japanese “reserved” button,Japanese_reserved_button
1502,U+1F250,🉐,Japanese “bargain” button,Japanese_bargain_button
1503,U+1F239,🈹,Japanese “discount” button,Japanese_discount_button
1504,U+1F21A,🈚,Japanese “free of charge” button,Japanese_free_of_charge_button
1505,U+1F232,🈲,Japanese “prohibited” button,Japanese_prohibited_button
1506,U+1F251,🉑,Japanese “acceptable” button,Japanese_acceptable_button
1507,U+1F238,🈸,Japanese “application” button,Japanese_application_button
1508,U+1F234,🈴,Japanese “passing grade” button,Japanese_passing_grade_button
1509,U+1F233,🈳,Japanese “vacancy” button,Japanese_vacancy_button
1510,U+3297,㊗,Japanese “congratulations” button,Japanese_congratulations_button
1511,U+3299,㊙,Japanese “secret” button,Japanese_secret_button
1512,U+1F23A,🈺,Japanese “open for business” button,Japanese_open_for_business_button
1513,U+1F235,🈵,Japanese “no vacancy” button,Japanese_no_vacancy_button
1514,U+1F534,🔴,red circle,red_circle
1515,U+1F7E0,🟠,orange circle,orange_circle
1516,U+1F7E1,🟡,yellow circle,yellow_circle
1517,U+1F7E2,🟢,green circle,green_circle
